Country,Resource,Stocks and flows,CLASSE,Year,Unit,PowerCode,Value
Australia,Lead,Closing stock,AB,2006,Tonnes,Millions,23.55
Australia,Lead,Extractions,AB,2017,Tonnes,Millions,0.2
Australia,Lead,Closing stock,AB,2005,Tonnes,Millions,23.55
Australia,Lead,Total reductions in stock,AB,2007,Tonnes,Millions,0.65
Australia,Lead,Total reductions in stock,AB,2008,Tonnes,Millions,0.65
Australia,Lead,Closing stock,AB,2011,Tonnes,Millions,35.5
Australia,Lead,Closing stock,AB,2009,Tonnes,Millions,30.8
Australia,Lead,Extractions,AB,2019,Tonnes,Millions,0.2
Australia,Lead,Total reductions in stock,AB,2009,Tonnes,Millions,0.65
Australia,Lead,Extractions,AB,2013,Tonnes,Millions,0.9
Australia,Lead,Extractions,AB,2014,Tonnes,Millions,0.9
Australia,Lead,Closing stock,AB,2008,Tonnes,Millions,26.95
Australia,Lead,Extractions,AB,2015,Tonnes,Millions,0.6
Australia,Lead,Total reductions in stock,AB,2015,Tonnes,Millions,0.6
Australia,Lead,Total reductions in stock,AB,2014,Tonnes,Millions,0.9
Australia,Lead,Total reductions in stock,AB,2013,Tonnes,Millions,0.9
Australia,Lead,Total reductions in stock,AB,2012,Tonnes,Millions,0.65
Australia,Lead,Total reductions in stock,AB,2011,Tonnes,Millions,0.6
Australia,Lead,Total reductions in stock,AB,2010,Tonnes,Millions,0.65
Australia,Lead,Total reductions in stock,AB,2016,Tonnes,Millions,0.35
Australia,Lead,Discrepancies,AB,2018,Tonnes,Millions,0.8
Australia,Lead,Closing stock,AB,2004,Tonnes,Millions,22.25
Australia,Lead,Closing stock,AB,2002,Tonnes,Millions,17.8
United States,Lead,Discrepancies,A,2015,Tonnes,Millions,0.37
United States,Lead,Discrepancies,A,2014,Tonnes,Millions,0.378
United States,Lead,Discrepancies,A,2013,Tonnes,Millions,0.339
United States,Lead,Discrepancies,A,2012,Tonnes,Millions,-0.755
United States,Lead,Discrepancies,A,2018,Tonnes,Millions,0.28
United States,Lead,Discrepancies,A,2010,Tonnes,Millions,-0.331
United States,Lead,Discrepancies,A,2017,Tonnes,Millions,0.31
United States,Lead,Discrepancies,A,2009,Tonnes,Millions,0.406
United States,Lead,Discrepancies,A,2007,Tonnes,Millions,0.044
United States,Lead,Discrepancies,A,2006,Tonnes,Millions,0.429
United States,Lead,Discrepancies,A,2005,Tonnes,Millions,0.426
United States,Lead,Discrepancies,A,2019,Tonnes,Millions,0.28
United States,Lead,Discrepancies,A,2016,Tonnes,Millions,0.346
Canada,Lead,Opening stock,A,2005,Tonnes,Millions,0.667
United States,Lead,Discrepancies,A,2008,Tonnes,Millions,0.41
Australia,Lead,Closing stock,AB,2003,Tonnes,Millions,19.7
United States,Lead,Discrepancies,A,2011,Tonnes,Millions,-0.558
Australia,Lead,Extractions,AB,2008,Tonnes,Millions,0.65
Australia,Lead,Closing stock,AB,2001,Tonnes,Millions,16.65
Australia,Lead,Closing stock,AB,2000,Tonnes,Millions,15.3
Australia,Lead,Total reductions in stock,AB,2019,Tonnes,Millions,0.2
Australia,Lead,Total reductions in stock,AB,2018,Tonnes,Millions,0.2
Australia,Lead,Total reductions in stock,AB,2017,Tonnes,Millions,0.2
Australia,Lead,Opening stock,AB,2019,Tonnes,Millions,36.8
Australia,Lead,Opening stock,AB,2000,Tonnes,Millions,15.25
Australia,Lead,Extractions,AB,2000,Tonnes,Millions,0.65
Australia,Lead,Extractions,AB,2002,Tonnes,Millions,0.7
Australia,Lead,Extractions,AB,2003,Tonnes,Millions,0.7
Australia,Lead,Extractions,AB,2004,Tonnes,Millions,0.75
Australia,Lead,Extractions,AB,2005,Tonnes,Millions,0.75
Australia,Lead,Extractions,AB,2006,Tonnes,Millions,0.65
Australia,Lead,Extractions,AB,2007,Tonnes,Millions,0.65
Australia,Lead,Extractions,AB,2001,Tonnes,Millions,0.7
Australia,Lead,Discrepancies,AB,2019,Tonnes,Millions,0.4
Australia,Lead,Extractions,AB,2018,Tonnes,Millions,0.2
Australia,Lead,Opening stock,AB,2018,Tonnes,Millions,36.2
Canada,Lead,Opening stock,A,2009,Tonnes,Millions,0.636
Canada,Lead,Opening stock,A,2008,Tonnes,Millions,0.682
Canada,Lead,Opening stock,A,2007,Tonnes,Millions,0.737
Canada,Lead,Opening stock,A,2006,Tonnes,Millions,0.552
United States,Lead,Discrepancies,A,2001,Tonnes,Millions,2.466
United States,Lead,Total reductions in stock,A,2002,Tonnes,Millions,0.451
Canada,Lead,Opening stock,A,2010,Tonnes,Millions,0.451
United States,Lead,Discrepancies,A,2003,Tonnes,Millions,0.46
Australia,Lead,Discrepancies,AB,2013,Tonnes,Millions,0.65
Australia,Lead,Discrepancies,AB,2012,Tonnes,Millions,0.2
Australia,Lead,Discrepancies,AB,2011,Tonnes,Millions,1.9
Australia,Lead,Discrepancies,AB,2010,Tonnes,Millions,4.05
Australia,Lead,Discrepancies,AB,2009,Tonnes,Millions,4.5
Australia,Lead,Discrepancies,AB,2008,Tonnes,Millions,3.35
Australia,Lead,Discrepancies,AB,2003,Tonnes,Millions,2.6
Australia,Lead,Discrepancies,AB,2007,Tonnes,Millions,1.35
Canada,Lead,Opening stock,A,2011,Tonnes,Millions,0.4
Canada,Lead,Opening stock,A,2013,Tonnes,Millions,0.126
Canada,Lead,Extractions,A,2010,Tonnes,Millions,0.062
United States,Lead,Discrepancies,A,2004,Tonnes,Millions,0.445
Canada,Lead,Extractions,A,2009,Tonnes,Millions,0.071
Canada,Lead,Extractions,A,2008,Tonnes,Millions,0.087
Canada,Lead,Extractions,A,2007,Tonnes,Millions,0.07
Canada,Lead,Extractions,A,2006,Tonnes,Millions,0.079
Canada,Lead,Opening stock,A,2012,Tonnes,Millions,0.247
Canada,Lead,Extractions,A,2005,Tonnes,Millions,0.073
Canada,Lead,Extractions,A,2003,Tonnes,Millions,0.093
Canada,Lead,Extractions,A,2002,Tonnes,Millions,0.101
Canada,Lead,Extractions,A,2000,Tonnes,Millions,0.143
Canada,Lead,Opening stock,A,2016,Tonnes,Millions,0.083
Canada,Lead,Opening stock,A,2015,Tonnes,Millions,0.088
Canada,Lead,Opening stock,A,2014,Tonnes,Millions,0.116
Canada,Lead,Extractions,A,2004,Tonnes,Millions,0.072
Australia,Lead,Discrepancies,AB,2006,Tonnes,Millions,0.65
Canada,Lead,Extractions,A,2001,Tonnes,Millions,0.15
Australia,Lead,Discrepancies,AB,2004,Tonnes,Millions,3.3
Australia,Lead,Opening stock,AB,2003,Tonnes,Millions,17.8
Australia,Lead,Opening stock,AB,2004,Tonnes,Millions,19.7
Australia,Lead,Opening stock,AB,2005,Tonnes,Millions,22.25
Australia,Lead,Opening stock,AB,2006,Tonnes,Millions,23.55
Australia,Lead,Opening stock,AB,2007,Tonnes,Millions,23.55
Australia,Lead,Opening stock,AB,2008,Tonnes,Millions,24.25
Australia,Lead,Opening stock,AB,2002,Tonnes,Millions,16.65
Australia,Lead,Opening stock,AB,2009,Tonnes,Millions,26.95
Australia,Lead,Opening stock,AB,2017,Tonnes,Millions,35.5
Australia,Lead,Opening stock,AB,2013,Tonnes,Millions,35.05
Australia,Lead,Opening stock,AB,2014,Tonnes,Millions,34.8
Australia,Lead,Opening stock,AB,2015,Tonnes,Millions,34.95
Australia,Lead,Discrepancies,AB,2005,Tonnes,Millions,2.05
Australia,Lead,Opening stock,AB,2016,Tonnes,Millions,35.1
Australia,Lead,Opening stock,AB,2010,Tonnes,Millions,30.8
Australia,Lead,Opening stock,AB,2001,Tonnes,Millions,15.3
Australia,Lead,Opening stock,AB,2011,Tonnes,Millions,34.2
Australia,Lead,Closing stock,AB,2019,Tonnes,Millions,37.0
Australia,Lead,Discrepancies,AB,2002,Tonnes,Millions,1.85
Australia,Lead,Discrepancies,AB,2001,Tonnes,Millions,2.05
Australia,Lead,Discrepancies,AB,2000,Tonnes,Millions,0.7
Australia,Lead,Closing stock,AB,2018,Tonnes,Millions,36.8
Australia,Lead,Closing stock,AB,2017,Tonnes,Millions,36.2
Australia,Lead,Closing stock,AB,2015,Tonnes,Millions,35.1
Australia,Lead,Closing stock,AB,2016,Tonnes,Millions,35.5
Australia,Lead,Closing stock,AB,2014,Tonnes,Millions,34.95
Australia,Lead,Closing stock,AB,2013,Tonnes,Millions,34.8
Australia,Lead,Closing stock,AB,2012,Tonnes,Millions,35.05
Australia,Lead,Discrepancies,AB,2014,Tonnes,Millions,1.05
Australia,Lead,Discrepancies,AB,2015,Tonnes,Millions,0.75
Australia,Lead,Discrepancies,AB,2016,Tonnes,Millions,0.75
Australia,Lead,Closing stock,AB,2010,Tonnes,Millions,34.2
Australia,Lead,Discrepancies,AB,2017,Tonnes,Millions,0.9
Norway,Natural gas,Opening stock,B,2005,Cubic metres,Billions,610.801
Norway,Natural gas,Opening stock,B,2008,Cubic metres,Billions,390.306
Norway,Natural gas,Opening stock,B,2007,Cubic metres,Billions,423.242
Norway,Natural gas,Opening stock,B,2006,Cubic metres,Billions,602.383
Canada,Natural gas,Discrepancies,A,2006,Cubic metres,Billions,178.8
Norway,Natural gas,Opening stock,B,2003,Cubic metres,Billions,1048.708
Norway,Natural gas,Opening stock,B,2002,Cubic metres,Billions,1116.308
Norway,Natural gas,Opening stock,B,2009,Cubic metres,Billions,366.771
Norway,Natural gas,Opening stock,B,2001,Cubic metres,Billions,1567.39
Canada,Natural gas,Total reductions in stock,A,2016,Cubic metres,Billions,159.8
Norway,Natural gas,Opening stock,B,2004,Cubic metres,Billions,611.956
Norway,Natural gas,Opening stock,B,2010,Cubic metres,Billions,320.638
Canada,Natural gas,Closing stock,A,2016,Cubic metres,Billions,2095.1
Norway,Natural gas,Opening stock,B,2012,Cubic metres,Billions,175.475
Norway,Natural gas,Opening stock,B,2000,Cubic metres,Billions,1414.0
Norway,Natural gas,Discrepancies,B,2003,Cubic metres,Billions,-436.752
Norway,Natural gas,Discrepancies,B,2004,Cubic metres,Billions,-1.155
Norway,Natural gas,Discrepancies,B,2005,Cubic metres,Billions,-8.418
Canada,Natural gas,Discrepancies,A,2000,Cubic metres,Billions,131.8
Canada,Natural gas,Discrepancies,A,2001,Cubic metres,Billions,182.3
Canada,Natural gas,Discrepancies,A,2002,Cubic metres,Billions,142.6
Canada,Natural gas,Discrepancies,A,2003,Cubic metres,Billions,96.5
Canada,Natural gas,Discrepancies,A,2004,Cubic metres,Billions,166.4
Canada,Natural gas,Discrepancies,A,2005,Cubic metres,Billions,210.3
Norway,Natural gas,Opening stock,B,2011,Cubic metres,Billions,282.293
Norway,Natural gas,Discrepancies,B,2002,Cubic metres,Billions,-67.6
Norway,Natural gas,Opening stock,B,2015,Cubic metres,Billions,216.36
Canada,Natural gas,Total reductions in stock,A,2014,Cubic metres,Billions,147.1
Norway,Natural gas,Closing stock,B,2013,Cubic metres,Billions,183.906
Canada,Natural gas,Discrepancies,A,2007,Cubic metres,Billions,161.3
Norway,Natural gas,Closing stock,B,2012,Cubic metres,Billions,202.897
Norway,Natural gas,Closing stock,B,2014,Cubic metres,Billions,216.36
Norway,Natural gas,Closing stock,B,2015,Cubic metres,Billions,213.51
Norway,Natural gas,Closing stock,B,2016,Cubic metres,Billions,244.749
Norway,Natural gas,Closing stock,B,2017,Cubic metres,Billions,236.908
Norway,Natural gas,Closing stock,B,2018,Cubic metres,Billions,213.94
Norway,Natural gas,Closing stock,B,2019,Cubic metres,Billions,203.149
Norway,Natural gas,Discrepancies,B,2000,Cubic metres,Billions,153.39
Norway,Natural gas,Discrepancies,B,2001,Cubic metres,Billions,-451.082
Canada,Natural gas,Total reductions in stock,A,2015,Cubic metres,Billions,149.1
Norway,Natural gas,Opening stock,B,2016,Cubic metres,Billions,213.51
Norway,Natural gas,Opening stock,B,2013,Cubic metres,Billions,202.897
Canada,Natural gas,Total reductions in stock,A,2004,Cubic metres,Billions,167.4
Canada,Natural gas,Total reductions in stock,A,2005,Cubic metres,Billions,170.7
Canada,Natural gas,Total reductions in stock,A,2006,Cubic metres,Billions,171.7
Canada,Natural gas,Total reductions in stock,A,2007,Cubic metres,Billions,167.2
Canada,Natural gas,Total reductions in stock,A,2008,Cubic metres,Billions,157.9
Canada,Natural gas,Total reductions in stock,A,2009,Cubic metres,Billions,147.5
Canada,Natural gas,Total reductions in stock,A,2010,Cubic metres,Billions,144.4
Canada,Natural gas,Total reductions in stock,A,2011,Cubic metres,Billions,144.4
Canada,Natural gas,Total reductions in stock,A,2012,Cubic metres,Billions,141.3
Canada,Natural gas,Total reductions in stock,A,2013,Cubic metres,Billions,141.4
Norway,Natural gas,Opening stock,B,2014,Cubic metres,Billions,183.906
Canada,Natural gas,Discrepancies,A,2008,Cubic metres,Billions,278.3
Canada,Natural gas,Closing stock,A,2000,Cubic metres,Billions,1682.9
Canada,Natural gas,Discrepancies,A,2010,Cubic metres,Billions,393.9
Norway,Natural gas,Discrepancies,B,2017,Cubic metres,Billions,-7.842
Canada,Natural gas,Closing stock,A,2013,Cubic metres,Billions,2024.3
Norway,Natural gas,Discrepancies,B,2018,Cubic metres,Billions,-22.968
Canada,Natural gas,Closing stock,A,2001,Cubic metres,Billions,1693.8
Canada,Natural gas,Closing stock,A,2002,Cubic metres,Billions,1664.2
Canada,Natural gas,Closing stock,A,2003,Cubic metres,Billions,1594.0
Canada,Natural gas,Closing stock,A,2004,Cubic metres,Billions,1593.0
Canada,Natural gas,Closing stock,A,2005,Cubic metres,Billions,1632.6
Canada,Natural gas,Closing stock,A,2006,Cubic metres,Billions,1639.7
Canada,Natural gas,Closing stock,A,2007,Cubic metres,Billions,1633.8
Canada,Natural gas,Closing stock,A,2008,Cubic metres,Billions,1754.2
Canada,Natural gas,Closing stock,A,2009,Cubic metres,Billions,1727.5
Canada,Natural gas,Closing stock,A,2010,Cubic metres,Billions,1977.0
Canada,Natural gas,Closing stock,A,2011,Cubic metres,Billions,1903.1
Norway,Natural gas,Discrepancies,B,2019,Cubic metres,Billions,-10.791
United States,Natural gas,Extractions,A,2001,Cubic metres,Billions,555.534
United States,Natural gas,Extractions,A,2000,Cubic metres,Billions,543.234
United States,Natural gas,Total additions to stock,A,2018,Cubic metres,Billions,2139.916
United States,Natural gas,Discoveries,A,2003,Cubic metres,Billions,80.202
United States,Natural gas,Discoveries,A,2002,Cubic metres,Billions,85.696
United States,Natural gas,Discoveries,A,2001,Cubic metres,Billions,180.625
United States,Natural gas,Discoveries,A,2000,Cubic metres,Billions,123.22
United States,Natural gas,Opening stock,A,2018,Cubic metres,Billions,12417.187
Norway,Natural gas,Closing stock,B,2011,Cubic metres,Billions,175.475
United States,Natural gas,Opening stock,A,2017,Cubic metres,Billions,9125.667
Norway,Natural gas,Discrepancies,B,2016,Cubic metres,Billions,31.239
Canada,Natural gas,Discrepancies,A,2009,Cubic metres,Billions,120.8
Norway,Natural gas,Discrepancies,B,2015,Cubic metres,Billions,-2.85
Norway,Natural gas,Discrepancies,B,2013,Cubic metres,Billions,-18.991
Canada,Natural gas,Closing stock,A,2015,Cubic metres,Billions,2168.4
United States,Natural gas,Discrepancies,A,2018,Cubic metres,Billions,2285.416
United States,Natural gas,Discrepancies,A,2016,Cubic metres,Billions,1157.838
United States,Natural gas,Discrepancies,A,2015,Cubic metres,Billions,261.831
United States,Natural gas,Discrepancies,A,2014,Cubic metres,Billions,43.46
United States,Natural gas,Discrepancies,A,2013,Cubic metres,Billions,-13.72
United States,Natural gas,Discrepancies,A,2012,Cubic metres,Billions,-69.858
United States,Natural gas,Discrepancies,A,2011,Cubic metres,Billions,30.526
United States,Natural gas,Discrepancies,A,2010,Cubic metres,Billions,-11.738
United States,Natural gas,Discrepancies,A,2009,Cubic metres,Billions,116.901
United States,Natural gas,Discrepancies,A,2008,Cubic metres,Billions,-4.458
United States,Natural gas,Discrepancies,A,2007,Cubic metres,Billions,26.82
United States,Natural gas,Discrepancies,A,2006,Cubic metres,Billions,19.869
United States,Natural gas,Discrepancies,A,2005,Cubic metres,Billions,41.902
United States,Natural gas,Discrepancies,A,2017,Cubic metres,Billions,2352.41
United States,Natural gas,Extractions,A,2002,Cubic metres,Billions,536.035
Canada,Natural gas,Closing stock,A,2014,Cubic metres,Billions,1983.7
Canada,Natural gas,Closing stock,A,2012,Cubic metres,Billions,1995.7
Norway,Natural gas,Discrepancies,B,2006,Cubic metres,Billions,-179.141
Norway,Natural gas,Discrepancies,B,2007,Cubic metres,Billions,-32.936
Norway,Natural gas,Discrepancies,B,2008,Cubic metres,Billions,-23.535
Norway,Natural gas,Discrepancies,B,2009,Cubic metres,Billions,-46.134
Norway,Natural gas,Discrepancies,B,2010,Cubic metres,Billions,-38.345
Norway,Natural gas,Discrepancies,B,2011,Cubic metres,Billions,-106.818
Norway,Natural gas,Discrepancies,B,2012,Cubic metres,Billions,27.422
Norway,Natural gas,Discrepancies,B,2014,Cubic metres,Billions,32.454
Norway,Natural gas,Closing stock,B,2010,Cubic metres,Billions,282.293
United States,Natural gas,Downward reappraisals,A,2006,Cubic metres,Billions,1289.098
Norway,Natural gas,Closing stock,B,2008,Cubic metres,Billions,366.771
Norway,Natural gas,Opening stock,C,2004,Cubic metres,Billions,115.55
Norway,Natural gas,Opening stock,C,2005,Cubic metres,Billions,100.1
Norway,Natural gas,Opening stock,C,2006,Cubic metres,Billions,146.9
Norway,Natural gas,Opening stock,C,2007,Cubic metres,Billions,0.44
Norway,Natural gas,Opening stock,C,2008,Cubic metres,Billions,14.239
Norway,Natural gas,Opening stock,C,2009,Cubic metres,Billions,145.067
Norway,Natural gas,Opening stock,C,2010,Cubic metres,Billions,133.495
Norway,Natural gas,Opening stock,C,2011,Cubic metres,Billions,81.592
United States,Natural gas,Closing stock,A,2006,Cubic metres,Billions,5977.927
United States,Natural gas,Discrepancies,A,2001,Cubic metres,Billions,73.046
United States,Natural gas,Closing stock,A,2003,Cubic metres,Billions,5353.726
Norway,Natural gas,Opening stock,C,2003,Cubic metres,Billions,501.4
United States,Natural gas,Closing stock,A,2001,Cubic metres,Billions,5195.587
United States,Natural gas,Downward reappraisals,A,2007,Cubic metres,Billions,890.749
United States,Natural gas,Opening stock,A,2016,Cubic metres,Billions,8714.914
United States,Natural gas,Downward reappraisals,A,2005,Cubic metres,Billions,815.163
United States,Natural gas,Downward reappraisals,A,2004,Cubic metres,Billions,1055.062
United States,Natural gas,Downward reappraisals,A,2003,Cubic metres,Billions,898.424
United States,Natural gas,Downward reappraisals,A,2002,Cubic metres,Billions,834.987
United States,Natural gas,Downward reappraisals,A,2001,Cubic metres,Billions,907.826
United States,Natural gas,Downward reappraisals,A,2000,Cubic metres,Billions,1036.625
United States,Natural gas,Extractions,A,2018,Cubic metres,Billions,866.272
United States,Natural gas,Extractions,A,2017,Cubic metres,Billions,773.315
United States,Natural gas,Extractions,A,2016,Cubic metres,Billions,753.089
United States,Natural gas,Downward reappraisals,A,2008,Cubic metres,Billions,1172.59
Norway,Natural gas,Opening stock,C,2002,Cubic metres,Billions,528.4
Norway,Natural gas,Opening stock,C,2001,Cubic metres,Billions,95.0
Norway,Natural gas,Opening stock,C,2000,Cubic metres,Billions,39.0
Norway,Natural gas,Closing stock,C,2014,Cubic metres,Billions,71.395
Norway,Natural gas,Closing stock,C,2015,Cubic metres,Billions,68.338
Norway,Natural gas,Closing stock,C,2016,Cubic metres,Billions,61.577
Norway,Natural gas,Closing stock,C,2017,Cubic metres,Billions,154.594
Norway,Natural gas,Closing stock,C,2018,Cubic metres,Billions,89.799
Norway,Natural gas,Closing stock,C,2019,Cubic metres,Billions,106.757
United States,Natural gas,Closing stock,A,2005,Cubic metres,Billions,5788.183
Norway,Natural gas,Opening stock,C,2015,Cubic metres,Billions,71.395
Norway,Natural gas,Opening stock,C,2014,Cubic metres,Billions,91.126
Norway,Natural gas,Opening stock,C,2013,Cubic metres,Billions,50.137
Norway,Natural gas,Opening stock,C,2012,Cubic metres,Billions,53.045
United States,Natural gas,Discrepancies,A,2000,Cubic metres,Billions,-26.282
United States,Natural gas,Closing stock,A,2018,Cubic metres,Billions,13446.931
United States,Natural gas,Closing stock,A,2017,Cubic metres,Billions,12417.187
United States,Natural gas,Closing stock,A,2016,Cubic metres,Billions,9125.667
United States,Natural gas,Closing stock,A,2015,Cubic metres,Billions,8714.914
United States,Natural gas,Closing stock,A,2014,Cubic metres,Billions,10441.697
United States,Natural gas,Closing stock,A,2013,Cubic metres,Billions,9579.636
United States,Natural gas,Closing stock,A,2012,Cubic metres,Billions,8723.58
United States,Natural gas,Closing stock,A,2011,Cubic metres,Billions,9460.777
United States,Natural gas,Closing stock,A,2010,Cubic metres,Billions,8626.98
United States,Natural gas,Closing stock,A,2009,Cubic metres,Billions,7717.455
United States,Natural gas,Closing stock,A,2008,Cubic metres,Billions,6928.658
United States,Natural gas,Closing stock,A,2004,Cubic metres,Billions,5451.968
United States,Natural gas,Closing stock,A,2007,Cubic metres,Billions,6732.4
United States,Natural gas,Extractions,A,2015,Cubic metres,Billions,766.494
United States,Natural gas,Extractions,A,2014,Cubic metres,Billions,733.194
United States,Natural gas,Extractions,A,2013,Cubic metres,Billions,685.5
United States,Natural gas,Extractions,A,2012,Cubic metres,Billions,680.622
United States,Natural gas,Total reductions in stock,A,2003,Cubic metres,Billions,1439.294
United States,Natural gas,Total reductions in stock,A,2002,Cubic metres,Billions,1371.022
United States,Natural gas,Total reductions in stock,A,2001,Cubic metres,Billions,1463.36
United States,Natural gas,Total reductions in stock,A,2000,Cubic metres,Billions,1579.859
United States,Natural gas,Downward reappraisals,A,2018,Cubic metres,Billions,2529.316
United States,Natural gas,Downward reappraisals,A,2017,Cubic metres,Billions,1510.645
United States,Natural gas,Downward reappraisals,A,2016,Cubic metres,Billions,2041.787
United States,Natural gas,Downward reappraisals,A,2015,Cubic metres,Billions,3630.482
United States,Natural gas,Downward reappraisals,A,2014,Cubic metres,Billions,2034.396
United States,Natural gas,Downward reappraisals,A,2013,Cubic metres,Billions,1529.818
United States,Natural gas,Total reductions in stock,A,2006,Cubic metres,Billions,1813.12
United States,Natural gas,Discrepancies,A,2002,Cubic metres,Billions,93.507
United States,Natural gas,Discrepancies,A,2003,Cubic metres,Billions,71.212
United States,Natural gas,Discrepancies,A,2004,Cubic metres,Billions,-19.572
Norway,Natural gas,Opening stock,B,2017,Cubic metres,Billions,244.749
Norway,Natural gas,Opening stock,B,2018,Cubic metres,Billions,236.908
Norway,Natural gas,Opening stock,B,2019,Cubic metres,Billions,213.94
Norway,Natural gas,Closing stock,B,2000,Cubic metres,Billions,1567.39
Norway,Natural gas,Closing stock,B,2001,Cubic metres,Billions,1116.308
Norway,Natural gas,Closing stock,B,2002,Cubic metres,Billions,1048.708
Norway,Natural gas,Closing stock,B,2003,Cubic metres,Billions,611.956
Norway,Natural gas,Closing stock,B,2004,Cubic metres,Billions,610.801
Norway,Natural gas,Closing stock,B,2005,Cubic metres,Billions,602.383
Norway,Natural gas,Closing stock,B,2006,Cubic metres,Billions,423.242
Norway,Natural gas,Closing stock,B,2007,Cubic metres,Billions,390.306
United States,Natural gas,Total reductions in stock,A,2004,Cubic metres,Billions,1581.556
Norway,Natural gas,Closing stock,B,2009,Cubic metres,Billions,320.638
United States,Natural gas,Total reductions in stock,A,2005,Cubic metres,Billions,1326.356
United States,Natural gas,Closing stock,A,2002,Cubic metres,Billions,5294.311
United States,Natural gas,Extractions,A,2011,Cubic metres,Billions,648.581
United States,Natural gas,Extractions,A,2010,Cubic metres,Billions,603.655
United States,Natural gas,Extractions,A,2009,Cubic metres,Billions,584.068
United States,Natural gas,Extractions,A,2008,Cubic metres,Billions,570.892
United States,Natural gas,Extractions,A,2007,Cubic metres,Billions,545.614
United States,Natural gas,Extractions,A,2006,Cubic metres,Billions,524.022
United States,Natural gas,Extractions,A,2005,Cubic metres,Billions,511.193
United States,Natural gas,Extractions,A,2004,Cubic metres,Billions,526.494
United States,Natural gas,Extractions,A,2003,Cubic metres,Billions,540.871
United States,Natural gas,Downward reappraisals,A,2009,Cubic metres,Billions,1051.918
United States,Natural gas,Downward reappraisals,A,2010,Cubic metres,Billions,1323.224
United States,Natural gas,Downward reappraisals,A,2011,Cubic metres,Billions,2737.383
United States,Natural gas,Downward reappraisals,A,2012,Cubic metres,Billions,2660.296
United States,Natural gas,Closing stock,A,2000,Cubic metres,Billions,5024.733
United States,Natural gas,Total reductions in stock,A,2018,Cubic metres,Billions,3395.588
United States,Natural gas,Total reductions in stock,A,2017,Cubic metres,Billions,2283.96
United States,Natural gas,Total reductions in stock,A,2016,Cubic metres,Billions,2794.876
United States,Natural gas,Total reductions in stock,A,2015,Cubic metres,Billions,4396.976
United States,Natural gas,Total reductions in stock,A,2014,Cubic metres,Billions,2767.589
United States,Natural gas,Total reductions in stock,A,2013,Cubic metres,Billions,2215.318
United States,Natural gas,Total reductions in stock,A,2012,Cubic metres,Billions,3340.918
United States,Natural gas,Total reductions in stock,A,2011,Cubic metres,Billions,3385.964
United States,Natural gas,Total reductions in stock,A,2010,Cubic metres,Billions,1926.879
United States,Natural gas,Total reductions in stock,A,2009,Cubic metres,Billions,1635.986
United States,Natural gas,Total reductions in stock,A,2008,Cubic metres,Billions,1743.481
United States,Natural gas,Total reductions in stock,A,2007,Cubic metres,Billions,1436.363
United States,Natural gas,Opening stock,A,2015,Cubic metres,Billions,10441.697
United Kingdom,Natural gas,Extractions,A,2018,Cubic metres,Billions,36.0
United States,Natural gas,Opening stock,A,2013,Cubic metres,Billions,8723.58
United States,Natural gas,Total additions to stock,A,2010,Cubic metres,Billions,2848.142
United States,Natural gas,Total additions to stock,A,2009,Cubic metres,Billions,2307.882
United States,Natural gas,Total additions to stock,A,2008,Cubic metres,Billions,1944.196
United States,Natural gas,Total additions to stock,A,2007,Cubic metres,Billions,2164.016
United States,Natural gas,Total additions to stock,A,2006,Cubic metres,Billions,1982.995
Australia,Natural gas,Opening stock,AB,2019,Cubic metres,Billions,3315.95
United States,Natural gas,Total additions to stock,A,2005,Cubic metres,Billions,1620.669
United States,Natural gas,Total additions to stock,A,2003,Cubic metres,Billions,1427.498
United States,Natural gas,Total additions to stock,A,2002,Cubic metres,Billions,1376.239
United States,Natural gas,Total additions to stock,A,2001,Cubic metres,Billions,1561.168
United States,Natural gas,Total additions to stock,A,2000,Cubic metres,Billions,1889.935
United States,Natural gas,Total additions to stock,A,2011,Cubic metres,Billions,4189.236
United States,Natural gas,Upward reappraisals,A,2018,Cubic metres,Billions,2139.916
United States,Natural gas,Upward reappraisals,A,2016,Cubic metres,Billions,2047.791
United States,Natural gas,Upward reappraisals,A,2015,Cubic metres,Billions,2361.35
United States,Natural gas,Upward reappraisals,A,2014,Cubic metres,Billions,3495.736
United States,Natural gas,Upward reappraisals,A,2013,Cubic metres,Billions,3033.497
United States,Natural gas,Upward reappraisals,A,2012,Cubic metres,Billions,2641.35
United States,Natural gas,Upward reappraisals,A,2011,Cubic metres,Billions,4127.668
United States,Natural gas,Total additions to stock,A,2004,Cubic metres,Billions,1699.37
Australia,Natural gas,Extractions,AB,2000,Cubic metres,Billions,34.6
Australia,Natural gas,Extractions,AB,2001,Cubic metres,Billions,35.85
Australia,Natural gas,Extractions,AB,2002,Cubic metres,Billions,36.1
Australia,Natural gas,Total reductions in stock,AB,2013,Cubic metres,Billions,49.9
United States,Natural gas,Upward reappraisals,A,2017,Cubic metres,Billions,3223.071
United States,Natural gas,Total additions to stock,A,2012,Cubic metres,Billions,2673.578
United States,Natural gas,Total additions to stock,A,2013,Cubic metres,Billions,3085.096
United States,Natural gas,Total additions to stock,A,2014,Cubic metres,Billions,3586.19
Australia,Natural gas,Opening stock,AB,2001,Cubic metres,Billions,1997.5
Australia,Natural gas,Opening stock,AB,2002,Cubic metres,Billions,2220.55
